TIMESTAMP,WORKLOAD_NAME,WORKLOAD_ID,MEMBER,ACT_ABORTED_TOTAL,ACT_COMPLETED_TOTAL,ACT_REJECTED_TOTAL,AGENT_WAIT_TIME,AGENT_WAITS_TOTAL,POOL_DATA_L_READS,POOL_INDEX_L_READS,POOL_TEMP_DATA_L_READS,POOL_TEMP_INDEX_L_READS,POOL_TEMP_XDA_L_READS,POOL_XDA_L_READS,POOL_DATA_P_READS,POOL_INDEX_P_READS,POOL_TEMP_DATA_P_READS,POOL_TEMP_INDEX_P_READS,POOL_TEMP_XDA_P_READS,POOL_XDA_P_READS,POOL_DATA_WRITES,POOL_INDEX_WRITES,POOL_XDA_WRITES,POOL_READ_TIME,POOL_WRITE_TIME,CLIENT_IDLE_WAIT_TIME,DEADLOCKS,DIRECT_READS,DIRECT_READ_TIME,DIRECT_WRITES,DIRECT_WRITE_TIME,DIRECT_READ_REQS,DIRECT_WRITE_REQS,FCM_RECV_VOLUME,FCM_RECVS_TOTAL,FCM_SEND_VOLUME,FCM_SENDS_TOTAL,FCM_RECV_WAIT_TIME,FCM_SEND_WAIT_TIME,IPC_RECV_VOLUME,IPC_RECV_WAIT_TIME,IPC_RECVS_TOTAL,IPC_SEND_VOLUME,IPC_SEND_WAIT_TIME,IPC_SENDS_TOTAL,LOCK_ESCALS,LOCK_TIMEOUTS,LOCK_WAIT_TIME,LOCK_WAITS,LOG_BUFFER_WAIT_TIME,NUM_LOG_BUFFER_FULL,LOG_DISK_WAIT_TIME,LOG_DISK_WAITS_TOTAL,RQSTS_COMPLETED_TOTAL,ROWS_MODIFIED,ROWS_READ,ROWS_RETURNED,TCPIP_RECV_VOLUME,TCPIP_SEND_VOLUME,TCPIP_RECV_WAIT_TIME,TCPIP_RECVS_TOTAL,TCPIP_SEND_WAIT_TIME,TCPIP_SENDS_TOTAL,TOTAL_APP_RQST_TIME,TOTAL_RQST_TIME,WLM_QUEUE_TIME_TOTAL,WLM_QUEUE_ASSIGNMENTS_TOTAL,TOTAL_CPU_TIME,TOTAL_WAIT_TIME,APP_RQSTS_COMPLETED_TOTAL,TOTAL_SECTION_SORT_TIME,TOTAL_SECTION_SORT_PROC_TIME,TOTAL_SECTION_SORTS,TOTAL_SORTS,POST_THRESHOLD_SORTS,POST_SHRTHRESHOLD_SORTS,SORT_OVERFLOWS,TOTAL_COMPILE_TIME,TOTAL_COMPILE_PROC_TIME,TOTAL_COMPILATIONS,TOTAL_IMPLICIT_COMPILE_TIME,TOTAL_IMPLICIT_COMPILE_PROC_TIME,TOTAL_IMPLICIT_COMPILATIONS,TOTAL_SECTION_TIME,TOTAL_SECTION_PROC_TIME,TOTAL_APP_SECTION_EXECUTIONS,TOTAL_ACT_TIME,TOTAL_ACT_WAIT_TIME,ACT_RQSTS_TOTAL,TOTAL_ROUTINE_TIME,TOTAL_ROUTINE_INVOCATIONS,TOTAL_COMMIT_TIME,TOTAL_COMMIT_PROC_TIME,TOTAL_APP_COMMITS,INT_COMMITS,TOTAL_ROLLBACK_TIME,TOTAL_ROLLBACK_PROC_TIME,TOTAL_APP_ROLLBACKS,INT_ROLLBACKS,TOTAL_RUNSTATS_TIME,TOTAL_RUNSTATS_PROC_TIME,TOTAL_RUNSTATS,TOTAL_REORG_TIME,TOTAL_REORG_PROC_TIME,TOTAL_REORGS,TOTAL_LOAD_TIME,TOTAL_LOAD_PROC_TIME,TOTAL_LOADS,CAT_CACHE_INSERTS,CAT_CACHE_LOOKUPS,PKG_CACHE_INSERTS,PKG_CACHE_LOOKUPS,THRESH_VIOLATIONS,NUM_LW_THRESH_EXCEEDED,ADDITIONAL_DETAILS
"2015-11-01 00:50:10.976104","SYSDEFAULTUSERWORKLOAD",1,0,144066,14415702186,0,0,0,5736590715604,3632549412940,5404284609,0,12158236,252409827,576038849,396392010,71621,0,14,303817,1940822,1052799,49850,13321568434,34247476,259287002895,9,66756790,44829650,18694820,105195,5998953,7445298,177042524,43664,179195184,58209,10846,58700,4262049847,8299,12494754,31346189855,137370,12502962,0,700,47038303,251388,948548,1447,18036481299,985662921,8207413957,828600598218,38725805306921,15334982608,15443040091811,39709197741024,56689399,-3494321352,432137550,-3494311889,78533191681,88069353751,0,0,90995730578865824,31974266196,8207412461,7504641465,7503483403,3793647350,248606783250,176,176,63720813,502453289,455166187,22428421,3929884,3921534,11482990,53557547963,39904421362,10120878952,53559198098,13654048574,10988704563,1568423,32574,17798215880,47512793,1137720687,15473266,15815836,15584989,1583692091,917,10594587,3670838,5579,0,0,0,81310,14888,4,3449477,337209735,10841178,14095668179,0,0,
"2015-11-01 00:50:10.976104","SYSDEFAULTADMWORKLOAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2015-11-01 01:00:10.967121","SYSDEFAULTUSERWORKLOAD",1,0,144072,14415856306,0,0,0,5736592750493,3632551453436,5404296424,0,12158236,252410759,576040395,396395140,71621,0,14,303817,1940828,1052799,49850,13321613514,34247495,259337981642,9,66759908,44829828,18698468,105212,5999978,7446822,177042524,43664,179195184,58209,10846,58700,4262181787,8300,12495864,31348091927,137379,12504074,0,700,47038310,251390,948548,1447,18036495862,985676765,8207918174,828601610788,38725821351637,15335129450,15443210839953,39709661740701,56689817,-3494126384,432141606,-3494116921,78533297702,88069459772,0,0,90995730620505511,31974330544,8207916678,7504644036,7503485973,3793668619,248606804519,176,176,63721530,502454275,455166993,22428474,3929888,3921538,11482994,53557620911,39904448992,10121033078,53559271046,13654093892,10988864084,1568423,32574,17798230772,47513318,1137734652,15473294,15816015,15585167,1583714652,917,10594587,3670838,5579,0,0,0,81310,14888,4,3449501,337210364,10841203,14095820136,0,0,
"2015-11-01 01:00:10.967121","SYSDEFAULTADMWORKLOAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2015-11-01 01:10:11.056054","SYSDEFAULTUSERWORKLOAD",1,0,144075,14416004250,0,0,0,5736594658765,3632553299863,5404305102,0,12158236,252411518,576041821,396398028,71621,0,14,303817,1940840,1052799,49850,13321730932,34247605,259388715931,9,66762424,44829858,18702124,105228,6000979,7448349,177042524,43664,179195184,58209,10846,58700,4262313727,8300,12496974,31349995013,137389,12505186,0,700,47038310,251390,948548,1447,18036542633,985690441,8208402261,828602383252,38725834577933,15335273719,15443374071918,39710109086811,56690212,-3493939115,432145885,-3493929652,78533517503,88069679572,0,0,90995730658146834,31974499573,8208400765,7504646515,7503488440,3793689214,248606825114,176,176,63721895,502454343,455167037,22428503,3929888,3921538,11482994,53557777363,39904487470,10121181025,53559427499,13654211867,10989016749,1568423,32574,17798277599,47513800,1137748217,15473303,15816186,15585338,1583736759,917,10594587,3670838,5579,0,0,0,81310,14888,4,3449501,337210491,10841208,14095966639,0,0,
"2015-11-01 01:10:11.056054","SYSDEFAULTADMWORKLOAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2015-11-01 01:20:10.962729","SYSDEFAULTUSERWORKLOAD",1,0,144075,14416143479,0,0,0,5737142203795,3632716172834,5404322119,0,12158236,252412265,576043641,396400965,71621,0,14,303817,1940841,1052799,49850,13321838927,34247605,259439561130,9,66765232,44830010,18705808,105244,6001990,7449881,177042524,43664,179195184,58209,10846,58700,4262445667,8301,12498084,31351905543,137398,12506298,0,700,47038310,251390,948548,1447,18036593110,985703975,8208859706,828603169531,38726444151474,15335409732,15443528017447,39710532183386,56690699,-3493761108,432149885,-3493751646,78534297980,88070460050,0,0,90995731204913146,31974662709,8208858210,7504649335,7503491260,3793711821,248606847721,176,176,63722380,502454733,455167281,22428541,3929890,3921540,11482999,53558490839,39905092551,10121320254,53560140974,13654320260,10989160775,1568423,32574,17798328209,47514310,1137761699,15473322,15816367,15585520,1583758328,917,10594587,3670838,5579,0,0,0,81310,14888,4,3449513,337210857,10841217,14096104642,0,0,
"2015-11-01 01:20:10.962729","SYSDEFAULTADMWORKLOAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2015-11-01 01:30:11.299738","SYSDEFAULTUSERWORKLOAD",1,0,144075,14416295792,0,0,0,5737287727100,3633147727609,5404348496,0,12158236,252413064,576045426,396404000,71621,0,14,303817,1940842,1052799,49850,13321918315,34247606,259490583918,9,66767862,44830041,18709542,105261,6002994,7451432,177042524,43664,179195184,58209,10846,58700,4262577607,8301,12499194,31353820126,137408,12507410,0,700,47038310,251390,948548,1447,18036616124,985717726,8209357896,828603600588,38726749138754,15335559800,15443696121715,39710990755656,56691226,-3493568615,432154194,-3493559153,78535046436,88071208506,0,0,90995731831070297,31974770007,8209356400,7504651985,7503493910,3793742829,248606878729,176,176,63722641,502455473,455167995,22428601,3929897,3921547,11483014,53559197665,39905719626,10121472567,53560847801,13654400012,10989318164,1568423,32574,17798351420,47514848,1137775521,15473365,15816557,15585710,1583780697,917,10594587,3670838,5579,0,0,0,81310,14888,4,3449521,337211657,10841238,14096255477,0,0,
"2015-11-01 01:30:11.299738","SYSDEFAULTADMWORKLOAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2015-11-01 01:40:10.974604","SYSDEFAULTUSERWORKLOAD",1,0,144075,14416449091,0,0,0,5737429831318,3633568896353,5404376891,0,12158236,252413849,576048222,396407088,71621,0,14,303818,1940858,1052799,49850,13321994259,34247698,259541280025,9,66770402,44830048,18713318,105278,6003995,7452994,177042524,43664,179195184,58209,10846,58700,4262709547,8302,12500304,31355738185,137417,12508522,0,700,47038339,251392,948548,1447,18036640205,985731333,8209857735,828604376704,38727047449907,15335708306,15443865671873,39711452788293,56691740,-3493376411,432158552,-3493366949,78535777261,88071939331,0,0,90995732442942288,31974875059,8209856239,7504654919,7503496827,3793773888,248606909788,176,176,63723186,502455951,455168443,22428650,3929902,3921551,11483024,53559886097,39906331694,10121625866,53561536232,13654476375,10989476014,1568423,32574,17798375740,47515392,1137789138,15473395,15816746,15585898,1583802514,917,10594587,3670838,5579,0,0,0,81310,14888,4,3449521,337212230,10841253,14096406965,0,0,
"2015-11-01 01:40:10.974604","SYSDEFAULTADMWORKLOAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2015-11-01 01:50:10.960283","SYSDEFAULTUSERWORKLOAD",1,0,144075,14416619894,0,0,0,5737464027526,3633668114232,5404398995,0,12158236,252414963,576050686,396410573,71621,0,14,303821,1940867,1052799,49850,13322059799,34247707,259592089998,9,66772942,44830054,18717094,105294,6004996,7454556,177042524,43664,179195184,58209,10846,58700,4262841487,8302,12501414,31357653947,137427,12509634,0,700,47038340,251393,948548,1447,18036657379,985745455,8210421800,828604960350,38727124163424,15335872455,15444054313680,39711958929075,56692221,-3493154876,432163218,-3493145414,78536039992,88072202062,0,0,90995732616429092,31974962962,8210420304,7504657473,7503499381,3793800806,248606936706,176,176,63723561,502455961,455168452,22428677,3929902,3921551,11483024,53560112302,39906492125,10121796669,53561762437,13654542149,10989662147,1568423,32574,17798393260,47515939,1137803130,15473404,15816931,15586083,1583824995,917,10594587,3670838,5579,0,0,0,81310,14888,4,3449521,337212347,10841256,14096575370,0,0,
"2015-11-01 01:50:10.960283","SYSDEFAULTADMWORKLOAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2015-11-01 02:00:10.982098","SYSDEFAULTUSERWORKLOAD",1,0,144078,14416803094,0,0,0,5737465375564,3633669365909,5404418409,0,12158236,252416235,576052331,396414189,71621,0,14,303821,1940870,1052799,49850,13322117639,34247716,259642405170,9,66775482,44830068,18720870,105311,6005997,7456118,177042524,43664,179195184,58209,10846,58700,4262973427,8303,12502524,31359569709,137439,12510746,0,700,47038340,251395,948548,1447,18036675350,985759945,8211026308,828605501318,38727135185853,15336038845,15444255806694,39712493991115,56692705,-3492917684,432168397,-3492908222,78536164185,88072326255,0,0,90995732659468931,31975044489,8211024812,7504659916,7503501824,3793827677,248606963577,176,176,63723932,502455980,455168461,22428704,3929902,3921551,11483024,53560197206,39906518826,10121979872,53561847341,13654600352,10989863068,1568423,32574,17798411472,47516513,1137817477,15473412,15817119,15586271,1583847987,917,10594587,3670838,5579,0,0,0,81310,14888,4,3449521,337212452,10841259,14096755197,0,0,
"2015-11-01 02:00:10.982098","SYSDEFAULTADMWORKLOAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2015-11-01 02:10:11.000181","SYSDEFAULTUSERWORKLOAD",1,0,144081,14416984152,0,0,0,5737466894954,3633670759462,5404533472,0,12158236,252417499,576054424,396417637,71621,0,14,303822,1940873,1052799,49850,13322175760,34247746,259692893929,9,66778102,44830077,18724600,105328,6007000,7457660,177042524,43664,179195184,58209,10846,58700,4263105367,8303,12503634,31361481057,137465,12511858,0,700,47038345,251397,948548,1447,18036717291,985774391,8211646512,828606524765,38727151642121,15336226019,15444459083384,39713040504162,56693307,-3492660524,432173785,-3492651061,78536321248,88072483317,0,0,90995732707234204,31975150627,8211645016,7504663540,7503505417,3793881152,248607017052,176,176,63724329,502456200,455168674,22428737,3929902,3921551,11483024,53560290319,39906553467,10122160933,53561940455,13654658825,10990083962,1568423,32574,17798453687,47517087,1137831768,15473423,15817312,15586464,1583871035,917,10594587,3670838,5579,0,0,0,81310,14888,4,3449521,337212633,10841268,14096933206,0,0,
"2015-11-01 02:10:11.000181","SYSDEFAULTADMWORKLOAD",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
